date,close
2022-10-07,27.0
2022-10-06,27.14
2022-10-05,27.18
2022-10-04,27.45
2022-10-03,27.4
2022-09-30,27.3700008
2022-09-29,27.3999996
2022-09-28,27.6299992
2022-09-27,27.1399994
2022-09-26,27.4899998
2022-09-23,27.6200008
2022-09-22,27.6299992
2022-09-21,27.7600002
2022-09-20,27.6399994
2022-09-19,27.5599995
2022-09-16,27.6100006
2022-09-15,27.5699997
2022-09-14,27.5200005
2022-09-13,27.4599991
2022-09-12,27.5599995
2022-09-09,27.5400009
2022-09-08,27.4300003
2022-09-07,27.5499992
2022-09-06,27.4799995
2022-09-02,27.7199993
2022-09-01,27.4899998
2022-08-31,27.6200008
2022-08-30,27.7199993
2022-08-29,27.6700001
2022-08-26,27.7999992
2022-08-25,27.75
2022-08-24,27.6700001
2022-08-23,27.7999992
2022-08-22,27.8500004
2022-08-19,27.9400005
2022-08-18,28.1000004
2022-08-17,28.1100006
2022-08-16,28.2999992
2022-08-15,28.2999992
2022-08-12,28.3199997
2022-08-11,28.2099991
2022-08-10,28.3799992
2022-08-09,28.2999992
2022-08-08,28.3500004
2022-08-05,28.2700005
2022-08-04,28.3899994
2022-08-03,28.3099995
2022-08-02,28.3299999
2022-07-29,28.4799995
2022-07-28,28.5100002
2022-07-27,28.2000008
2022-07-26,28.1700001
2022-07-25,28.1000004
2022-07-22,28.2199993
2022-07-21,27.9899998
2022-07-20,27.7099991
2022-07-19,27.7299995
2022-07-18,27.7099991
2022-07-15,27.7099991
2022-07-14,27.6100006
2022-07-13,27.6299992
2022-07-12,27.5900002
2022-07-11,27.4699993
2022-07-08,27.4200001
2022-07-07,27.4799995
2022-07-06,27.5499992
2022-07-05,27.7399998
2022-07-04,27.5699997
2022-06-30,27.4699993
2022-06-29,27.3500004
2022-06-28,27.1800003
2022-06-27,27.1499996
2022-06-24,27.2600002
2022-06-23,27.3600006
2022-06-22,27.1200008
2022-06-21,26.9799995
2022-06-20,27.1000004
2022-06-17,27.1700001
2022-06-16,27.1299992
2022-06-15,27.0300007
2022-06-14,26.7800007
2022-06-13,26.9899998
2022-06-10,27.3099995
2022-06-09,27.5499992
2022-06-08,27.4599991
2022-06-07,27.5799999
2022-06-06,27.6399994
2022-06-03,27.8700008
2022-06-02,27.9899998
2022-06-01,28.0400009
2022-05-31,28.1599998
2022-05-30,28.2900009
2022-05-27,28.3500004
2022-05-26,28.2900009
2022-05-25,28.3400002
2022-05-24,28.2600002
2022-05-20,28.25
2022-05-19,28.1399994
2022-05-18,28.0499992
2022-05-17,27.9300003
2022-05-16,28.1499996
2022-05-13,28.0900002
2022-05-12,28.1399994
2022-05-11,27.9899998
2022-05-10,27.9400005
2022-05-09,27.9899998
2022-05-06,27.8099995
2022-05-05,27.9699993
2022-05-04,28.25
2022-05-03,28.0699997
2022-05-02,28.1000004
2022-04-29,28.2199993
2022-04-28,28.4300003
2022-04-27,28.3400002
2022-04-26,28.4400005
2022-04-25,28.3299999
2022-04-22,28.3299999
2022-04-21,28.3400002
2022-04-20,28.4799995
2022-04-19,28.4899998
2022-04-18,28.5900002
2022-04-14,28.6499996
2022-04-13,28.9099998
2022-04-12,28.8600006
2022-04-11,28.7099991
2022-04-08,28.9099998
2022-04-07,29.0300007
2022-04-06,29.1000004
2022-04-05,29.1399994
2022-04-04,29.3299999
2022-04-01,29.2700005
2022-03-31,29.3500004
2022-03-30,29.2199993
2022-03-29,29.1100006
2022-03-28,29.0799999
2022-03-25,28.9599991
2022-03-24,29.2900009
2022-03-23,29.4200001
2022-03-22,29.1299992
2022-03-21,29.3299999
2022-03-18,29.5799999
2022-03-17,29.5200005
2022-03-16,29.5300007
2022-03-15,29.3999996
2022-03-14,29.4799995
2022-03-11,29.7999992
2022-03-10,29.9799995
2022-03-09,30.0900002
2022-03-08,30.2000008
2022-03-07,30.3999996
2022-03-04,30.6399994
2022-03-03,30.4599991
2022-03-02,30.4400005
2022-03-01,30.6499996
2022-02-28,30.3199997
2022-02-25,30.1499996
2022-02-24,30.0400009
2022-02-23,29.9899998
2022-02-22,30.1100006
2022-02-18,30.2600002
2022-02-17,30.1900005
2022-02-16,30.1499996
2022-02-15,30.0900002
2022-02-14,30.2399998
2022-02-11,30.3600006
2022-02-10,30.1800003
2022-02-09,30.3899994
2022-02-08,30.3999996
2022-02-07,30.4799995
2022-02-04,30.4799995
2022-02-03,30.6000004
2022-02-02,30.7099991
2022-02-01,30.5300007
2022-01-31,30.6100006
2022-01-28,30.6499996
2022-01-27,30.7099991
2022-01-26,30.6100006
2022-01-25,30.6399994
2022-01-24,30.6900005
2022-01-21,30.8500004
2022-01-20,30.7099991
2022-01-19,30.6800003
2022-01-18,30.6100006
2022-01-17,30.8099995
2022-01-14,30.8899994
2022-01-13,31.0799999
2022-01-12,31.0
2022-01-11,31.0499992
2022-01-10,31.0499992
2022-01-07,31.0100002
2022-01-06,31.1299992
2022-01-05,31.3400002
2022-01-04,31.3799992
2021-12-31,31.7900009
2021-12-30,31.6800003
2021-12-29,31.6499996
2021-12-24,31.6299992
2021-12-23,31.6700001
2021-12-22,31.7199993
2021-12-21,31.6000004
2021-12-20,31.7099991
2021-12-17,31.9099998
2021-12-16,31.8400002
2021-12-15,31.6800003
2021-12-14,31.5900002
2021-12-13,31.7000008
2021-12-10,31.5499992
2021-12-09,31.4899998
2021-12-08,31.3700008
2021-12-07,31.3400002
2021-12-06,31.4500008
2021-12-03,31.5900002
2021-12-02,31.5
2021-12-01,31.4899998
2021-11-30,31.3099995
2021-11-29,31.2199993
2021-11-26,31.2000008
2021-11-25,30.9599991
2021-11-24,30.9400005
2021-11-23,30.8099995
2021-11-22,31.0
2021-11-19,31.2199993
2021-11-18,31.1200008
2021-11-17,31.1200008
2021-11-16,30.9699993
2021-11-15,31.1000004
2021-11-12,31.1599998
2021-11-11,31.1800003
2021-11-10,31.1599998
2021-11-09,31.3700008
2021-11-08,31.3099995
2021-11-05,31.3799992
2021-11-04,31.2399998
2021-11-03,31.0799999
2021-11-02,31.0799999
2021-11-01,31.1000004
2021-10-29,31.1299992
2021-10-28,31.3099995
2021-10-27,31.3600006
2021-10-26,31.2999992
2021-10-25,31.2299995
2021-10-22,31.2800007
2021-10-21,31.2299995
2021-10-20,31.3500004
2021-10-19,31.3799992
2021-10-18,31.4699993
2021-10-15,31.4799995
2021-10-14,31.5300007
2021-10-13,31.3199997
2021-10-12,31.2900009
2021-10-08,31.3199997
2021-10-07,31.4500008
2021-10-06,31.5499992
2021-10-05,31.5
2021-10-04,31.5900002
2021-10-01,31.5900002
2021-09-30,31.5
2021-09-29,31.5200005
2021-09-28,31.5599995
2021-09-27,31.6700001
2021-09-24,31.7099991
2021-09-23,31.8899994
2021-09-22,32.0900002
2021-09-21,32.0400009
2021-09-20,32.0499992
2021-09-17,31.9400005
2021-09-16,32.0699997
2021-09-15,32.0699997
2021-09-14,32.1599998
2021-09-13,32.0499992
2021-09-10,32.0600014
2021-09-09,32.1899986
2021-09-08,32.1300011
2021-09-07,32.0900002
2021-09-03,32.1899986
2021-09-02,32.2400017
2021-09-01,32.1699982
2021-08-31,32.0499992
2021-08-30,32.1399994
2021-08-27,32.0900002
2021-08-26,32.0299988
2021-08-25,31.9599991
2021-08-24,32.1100006
2021-08-23,32.2000008
2021-08-20,32.2400017
2021-08-19,32.25
2021-08-18,32.2000008
2021-08-17,32.2099991
2021-08-16,32.2299995
2021-08-13,32.1599998
2021-08-12,32.0
2021-08-11,32.0099983
2021-08-10,32.0299988
2021-08-09,32.0499992
2021-08-06,32.1300011
2021-08-05,32.25
2021-08-04,32.2999992
2021-08-03,32.3400002
2021-07-30,32.1800003
2021-07-29,32.1599998
2021-07-28,32.2200012
2021-07-27,32.2000008
2021-07-26,32.1100006
2021-07-23,32.2000008
2021-07-22,32.2400017
2021-07-21,32.0999985
2021-07-20,32.2299995
2021-07-19,32.3300018
2021-07-16,32.1500015
2021-07-15,32.1100006
2021-07-14,32.0400009
2021-07-13,31.8500004
2021-07-12,32.0
2021-07-09,31.9599991
2021-07-08,32.1100006
2021-07-07,32.0699997
2021-07-06,31.9799995
2021-07-05,31.8899994
2021-07-02,31.9200001
2021-06-30,31.9200001
2021-06-29,31.8400002
2021-06-28,31.8400002
2021-06-25,31.7900009
2021-06-24,31.9099998
2021-06-23,31.9300003
2021-06-22,31.9300003
2021-06-21,31.8899994
2021-06-18,31.9899998
2021-06-17,31.8799992
2021-06-16,31.7999992
2021-06-15,31.8899994
2021-06-14,31.8199997
2021-06-11,31.8799992
2021-06-10,31.8799992
2021-06-09,31.8500004
2021-06-08,31.7800007
2021-06-07,31.7399998
2021-06-04,31.7700005
2021-06-03,31.6200008
2021-06-02,31.6900005
2021-06-01,31.6599998
2021-05-31,31.6499996
2021-05-28,31.6399994
2021-05-27,31.6000004
2021-05-26,31.6299992
2021-05-25,31.6100006
2021-05-21,31.4099998
2021-05-20,31.5
2021-05-19,31.4300003
2021-05-18,31.4500008
2021-05-17,31.3899994
2021-05-14,31.4300003
2021-05-13,31.4200001
2021-05-12,31.3199997
2021-05-11,31.4599991
2021-05-10,31.5699997
2021-05-07,31.6000004
2021-05-06,31.6100006
2021-05-05,31.5799999
2021-05-04,31.5499992
2021-05-03,31.5300007
2021-04-30,31.5300007
2021-04-29,31.5
2021-04-28,31.5
2021-04-27,31.4300003
2021-04-26,31.4899998
2021-04-23,31.6100006
2021-04-22,31.6200008
2021-04-21,31.6399994
2021-04-20,31.6599998
2021-04-19,31.6399994
2021-04-16,31.7099991
2021-04-15,31.8799992
